ID,ResponseAS,Tags,DC,ENGLISH,GERMAN,FRENCH
240,INT,History,14,"Laghbetta - Queen Mother of the Blood Orcs. Fought against Gorgorian during his reign, and was victorious. Her folk still rule large parts of Fell Tire.",,Laghbetta - Reine-Mère des Orcs de sang. Elle combattit Gorgorian pendant son règne et fut victorieuse. Son peuple règne encore sur de grandes parties de Fell Tire.
241,INT,History,10,"Industrial Revolution - a period of rapid technological, esoteric, and social change that began in Old Dominor between 270 and 340 AE. It marked the shift from agrarian, magic-based, and handcraft economies to industrialized and mechanized production. This transformation revolutionized manufacturing, transportation, and urban life, laying the foundation for the modern industrial world.",,"Révolution industrielle - période de changements technologiques, ésotériques et sociaux rapides qui commença dans le Vieux Diminor entre 270 et 340 EA. Elle marqua le passage d'économies agraires, magiques et artisanales à une production industrialisée et mécanisée. Cette transformation révolutionna la manufacture, le transport et la vie urbaine, jetant les bases du monde industriel moderne."
242,CHA,History,10,Frukk Framm - famous textile industrialist and magical carpet extraordinaire. Got really famous during the Arcane Era.,,Frukk Framm - célèbre industriel du textile et extraordinaire tapis magique. Devint très célèbre pendant l'Ère arcanique.
243,DEX,Skills,9,"Door Hug - a technique often used by magical thieves. It involves casting Dimension Door, a spell that teleports yourself and another target in any direction, quite far. Many heists have been pulled off this way, especially back in the Arcane Era.",,"Câlin de porte - technique souvent utilisée par les voleurs magiques. Elle consiste à lancer Porte dimensionnelle, un sort qui téléporte le lanceur et une autre cible dans n'importe quelle direction, assez loin. De nombreux casses ont été réussis ainsi, surtout à l'Ère arcanique."
244,INT,Spells,10,Dimension Door - a fourth level conjuration spell. It allows the caster to teleport themself and one willing target up to five hundred feet in any direction. Immensely powerful.,,Porte dimensionnelle - sort de conjuration de quatrième niveau. Il permet au lanceur de se téléporter lui-même et une cible consentante jusqu'à cinq cents pieds dans n'importe quelle direction. Immensément puissant.
245,INT,"Esoterics, History, Geopgraphy",5,"Jor - the name of our realm. Also the name of the legendary wizard who created it. He died during the Closing, at the end of the Gate Era.",,"Jor - nom de notre royaume. Aussi le nom du magicien légendaire qui l'a créé. Il mourut pendant la Fermeture, à la fin de l'Ère des Portes."
246,INT,Nature,9,"Griffon - a famous magical beast of Old Diminor. Terribly useful mounts, used by those with the funds to support their breeding and taming. Most famously by the Sturm Ryders.",,"Griffon - célèbre bête magique du Vieux Diminor. Montures terriblement utiles, employées par ceux qui avaient les moyens de financer leur élevage et leur dressage. Surtout par les Sturm Ryders."
247,INT,History,11,Sturm Ryders - a group of highly skilled griffon riders. These days they are employed by several Free Cities of Reeds. ,,"Sturm Ryders - groupe de cavaliers de griffons hautement qualifiés. De nos jours, ils sont employés par plusieurs Cités libres de Reeds."
248,CHA,"Literature
",14,"Sturm Ryders - a famous comic book series, based on a merc group in Reeds. Knows for their outlandish melodrama and 'love scenes'. Almost got banned back when you were a kid.",,"Sturm Ryders - célèbre série de bandes dessinées, inspirée d'un groupe de mercenaires de Reeds. Connue pour son mélodrame extravagant et ses ""scènes d'amour"". A failli être interdite quand tu étais enfant."
249,INT,Geography,8,"Jor's Sea - a name for the great sea, which the bands surround.",,Mer de Jor - nom de la grande mer autour de laquelle les bandes s'organisent.
250,INT,Geography,10,"Jor's Point - the legendary first gate. Based on archeological evidence, the Beasts of Jor believes Jor to have first entered this realm at this location, at the farthest point of Jor's Sea, right where all the bands collide. None who have tried sailing to this point have ever returned.",,"Pointe de Jor - la légendaire première porte. D'après les preuves archéologiques, les Bêtes de Jor pensent que Jor entra pour la première fois dans ce royaume à cet endroit, au point le plus éloigné de la Mer de Jor, là où toutes les bandes se rejoignent. Aucun de ceux qui ont tenté de naviguer jusque-là n'est jamais revenu."
251,CHA,Esoterics,8,Beasts of Jor - a term for the sentient folk who aligned with Jor during the Gate Era. Also known as the antesepalian folk. Most are gone today.,,Bêtes de Jor - terme pour les peuples conscients qui s'alignèrent avec Jor pendant l'Ère des Portes. Aussi connus comme les peuples antesepaliens. La plupart ont disparu aujourd'hui.
252,CHA,Language,17,Hombre - slang adopted from cat-speech. It means 'man'.,,"Hombre - argot adopté depuis le parler des chats. Signifie ""homme""."
253,CHA,"Language, EM",11,Cop - slang for law enforcement in Reeds. Originates from the copper plates that early Freestrider guardsmen wore around their necks.,,Flic - argot pour les forces de l'ordre à Reeds. Vient des plaques de cuivre que les premiers gardes Libre-Marcheurs portaient autour du cou.
254,CHA,Language,12,"Brut - Vourgeni slang for 'brother'. Specifically the dialect grown out of the Coastal slang, a mix between Gnome-tongue, and underclass migrant workers in old mago-colonies.",,"Brut - argot vourgeni pour ""frère"". Plus précisément le dialecte né de l'argot côtier, mélange de langue gnome et de travailleurs migrants pauvres des anciennes mago-colonies."
255,CHA,Language,15,"Cooli - Vourgeni slang for 'I understand you, my friend and/or client.'",,"Cooli - argot vourgeni pour ""je te comprends, mon ami et/ou client."""
256,INT,Nature,10,"Giant Seagull - a native Askanii bird. They are an opportunistic feeder upon the Coast, hunting the various large and monstrous fish and crustaceans, as well as scraps left by folk. They are seldom aggressive, despite their size.",,"Mouette géante - oiseau natif d'Askanii. Opportuniste alimentaire de la Côte, elle chasse les divers poissons et crustacés grands et monstrueux, ainsi que les restes laissés par les peuples. Elle est rarement agressive malgré sa taille."
257,INT,Religion,9,Service Contract - a written declaration of an oath. Often used when those involved don't have a trusted deity or higher power to swear on.,,Contrat de service - déclaration écrite d'un serment. Souvent utilisé lorsque les personnes concernées n'ont pas de divinité ou de puissance supérieure fiable sur laquelle jurer.
258,CHA,Language,15,SC - stands for service contract.,,CS - signifie contrat de service.
259,INT,Geography,13,"Fortress of Verdune - a perfectly square miles-wide urban expanse placed at the center of the Verdure Hills. Nothing grows around it, and there are no entrances. One of the great mysteries of Askan, said to be the cursed city of some forgotten magocracy. Those who have attempted to scale its wall and survived say its filled with undeath and general negative energy.",,"Forteresse de Verdune - étendue urbaine parfaitement carrée de plusieurs miles de large, placée au centre des Collines de Verdure. Rien ne pousse autour et il n'y a aucune entrée. L'un des grands mystères d'Askan, censé être la cité maudite d'une magocratie oubliée. Ceux qui ont tenté d'escalader son mur et ont survécu disent qu'elle est remplie de non-mort et d'énergie négative générale."
260,WIS,City,9,"Oath - a legal agreement either spoken aloud or written down. Some oaths, especially those sworn on the names of deities, have real esoteric power over one's body and mind. They can also be broken, but at great cost.",,"Serment - accord légal prononcé à voix haute ou écrit. Certains serments, surtout ceux jurés au nom de divinités, ont un véritable pouvoir ésotérique sur le corps et l'esprit. Ils peuvent aussi être rompus, mais à grand prix."
261,INT,Nature,13,"Ankheg - an ambush predator insectoid. Usually very large and deadly. They're hunted for sport in the Askanii wilds, and their chitin is exported around the Coast for various craft and esoteric applications.",,"Ankheg - prédateur insectoïde d'embuscade. Généralement très grand et mortel. On les chasse pour le sport dans les terres sauvages askanii, et leur chitine est exportée autour de la Côte pour divers usages artisanaux et ésotériques."
262,INT,Folk,14,Yobukodori - a bird-folk creature cursed to wander without wings or a voice of their own. They have the esoteric ability to mimic any sound they've heard. They originate from certain mountains in Ym.,,Yobukodori - créature du peuple-oiseau maudite à errer sans ailes ni voix propre. Elle possède la capacité ésotérique d'imiter n'importe quel son entendu. Elle vient de certaines montagnes d'Ym.
263,CHA,Folk,16,"Yobukodori - a bird-folk that all other bird-folk despise. They got no wings, and have to speak by copying others. A very impressive, albeit cursed, ability.",,"Yobukodori - peuple-oiseau méprisé par tous les autres peuples-oiseaux. Ils n'ont pas d'ailes et doivent parler en copiant les autres. Une capacité très impressionnante, quoique maudite."
264,CHA,City,10,Cit reg - short for Citizen's Registry. Usually carried in the form of a small piece of paper. Can be used to freely travel in aligned ports across the Coast.,,Reg cit - abréviation de Registre citoyen. Généralement porté sous la forme d'un petit morceau de papier. Peut servir à voyager librement dans les ports alignés de la Côte.
265,INT,Folk,8,Ymling - those from Ym. It's one of the many substitute surnames given to folk who don't have the surname custom.,,Ymling - ceux qui viennent d'Ym. C'est l'un des nombreux noms de famille de remplacement donnés aux peuples qui n'ont pas la coutume des noms de famille.
