ID,ResponseAS,Tags,DC,ENGLISH,GERMAN,FRENCH
244,INT,Spells,10,Porte dimensionnelle - sort de conjuration de quatrième niveau. Il permet au lanceur de se téléporter lui-même et une cible consentante jusqu'à cinq cents pieds dans n'importe quelle direction. Immensément puissant.,,Porte dimensionnelle - sort de conjuration de quatrième niveau. Il permet au lanceur de se téléporter lui-même et une cible consentante jusqu'à cinq cents pieds dans n'importe quelle direction. Immensément puissant.
245,INT,"Esoterics, History, Geopgraphy",5,"Jor - nom de notre royaume. Aussi le nom du magicien légendaire qui l'a créé. Il mourut pendant la Fermeture, à la fin de l'Ère des Portes.",,"Jor - nom de notre royaume. Aussi le nom du magicien légendaire qui l'a créé. Il mourut pendant la Fermeture, à la fin de l'Ère des Portes."
246,INT,Nature,9,"Griffon - célèbre bête magique du Vieux Diminor. Montures terriblement utiles, employées par ceux qui avaient les moyens de financer leur élevage et leur dressage. Surtout par les Sturm Ryders.",,"Griffon - célèbre bête magique du Vieux Diminor. Montures terriblement utiles, employées par ceux qui avaient les moyens de financer leur élevage et leur dressage. Surtout par les Sturm Ryders."
247,INT,History,11,"Sturm Ryders - groupe de cavaliers de griffons hautement qualifiés. De nos jours, ils sont employés par plusieurs Cités libres de Reeds.",,"Sturm Ryders - groupe de cavaliers de griffons hautement qualifiés. De nos jours, ils sont employés par plusieurs Cités libres de Reeds."
248,CHA,"Literature
",14,"Sturm Ryders - célèbre série de bandes dessinées, inspirée d'un groupe de mercenaires de Reeds. Connue pour son mélodrame extravagant et ses ""scènes d'amour"". A failli être interdite quand tu étais enfant.",,"Sturm Ryders - célèbre série de bandes dessinées, inspirée d'un groupe de mercenaires de Reeds. Connue pour son mélodrame extravagant et ses ""scènes d'amour"". A failli être interdite quand tu étais enfant."
249,INT,Geography,8,Mer de Jor - nom de la grande mer autour de laquelle les bandes s'organisent.,,Mer de Jor - nom de la grande mer autour de laquelle les bandes s'organisent.
250,INT,Geography,10,"Pointe de Jor - la légendaire première porte. D'après les preuves archéologiques, les Bêtes de Jor pensent que Jor entra pour la première fois dans ce royaume à cet endroit, au point le plus éloigné de la Mer de Jor, là où toutes les bandes se rejoignent. Aucun de ceux qui ont tenté de naviguer jusque-là n'est jamais revenu.",,"Pointe de Jor - la légendaire première porte. D'après les preuves archéologiques, les Bêtes de Jor pensent que Jor entra pour la première fois dans ce royaume à cet endroit, au point le plus éloigné de la Mer de Jor, là où toutes les bandes se rejoignent. Aucun de ceux qui ont tenté de naviguer jusque-là n'est jamais revenu."
251,CHA,Esoterics,8,Bêtes de Jor - terme pour les peuples conscients qui s'alignèrent avec Jor pendant l'Ère des Portes. Aussi connus comme les peuples antesepaliens. La plupart ont disparu aujourd'hui.,,Bêtes de Jor - terme pour les peuples conscients qui s'alignèrent avec Jor pendant l'Ère des Portes. Aussi connus comme les peuples antesepaliens. La plupart ont disparu aujourd'hui.
252,CHA,Language,17,"Hombre - argot adopté depuis le parler des chats. Signifie ""homme"".",,"Hombre - argot adopté depuis le parler des chats. Signifie ""homme""."
253,CHA,"Language, EM",11,Flic - argot pour les forces de l'ordre à Reeds. Vient des plaques de cuivre que les premiers gardes Libre-Marcheurs portaient autour du cou.,,Flic - argot pour les forces de l'ordre à Reeds. Vient des plaques de cuivre que les premiers gardes Libre-Marcheurs portaient autour du cou.
254,CHA,Language,12,"Brut - argot vourgeni pour ""frère"". Plus précisément le dialecte né de l'argot côtier, mélange de langue gnome et de travailleurs migrants pauvres des anciennes mago-colonies.",,"Brut - argot vourgeni pour ""frère"". Plus précisément le dialecte né de l'argot côtier, mélange de langue gnome et de travailleurs migrants pauvres des anciennes mago-colonies."
255,CHA,Language,15,"Cooli - argot vourgeni pour ""je te comprends, mon ami et/ou client.""",,"Cooli - argot vourgeni pour ""je te comprends, mon ami et/ou client."""
256,INT,Nature,10,"Mouette géante - oiseau natif d'Askanii. Opportuniste alimentaire de la Côte, elle chasse les divers poissons et crustacés grands et monstrueux, ainsi que les restes laissés par les peuples. Elle est rarement agressive malgré sa taille.",,"Mouette géante - oiseau natif d'Askanii. Opportuniste alimentaire de la Côte, elle chasse les divers poissons et crustacés grands et monstrueux, ainsi que les restes laissés par les peuples. Elle est rarement agressive malgré sa taille."
257,INT,Religion,9,Contrat de service - déclaration écrite d'un serment. Souvent utilisé lorsque les personnes concernées n'ont pas de divinité ou de puissance supérieure fiable sur laquelle jurer.,,Contrat de service - déclaration écrite d'un serment. Souvent utilisé lorsque les personnes concernées n'ont pas de divinité ou de puissance supérieure fiable sur laquelle jurer.
258,CHA,Language,15,CS - signifie contrat de service.,,CS - signifie contrat de service.
259,INT,Geography,13,"Forteresse de Verdune - étendue urbaine parfaitement carrée de plusieurs miles de large, placée au centre des Collines de Verdure. Rien ne pousse autour et il n'y a aucune entrée. L'un des grands mystères d'Askan, censé être la cité maudite d'une magocratie oubliée. Ceux qui ont tenté d'escalader son mur et ont survécu disent qu'elle est remplie de non-mort et d'énergie négative générale.",,"Forteresse de Verdune - étendue urbaine parfaitement carrée de plusieurs miles de large, placée au centre des Collines de Verdure. Rien ne pousse autour et il n'y a aucune entrée. L'un des grands mystères d'Askan, censé être la cité maudite d'une magocratie oubliée. Ceux qui ont tenté d'escalader son mur et ont survécu disent qu'elle est remplie de non-mort et d'énergie négative générale."
260,WIS,City,9,"Serment - accord légal prononcé à voix haute ou écrit. Certains serments, surtout ceux jurés au nom de divinités, ont un véritable pouvoir ésotérique sur le corps et l'esprit. Ils peuvent aussi être rompus, mais à grand prix.",,"Serment - accord légal prononcé à voix haute ou écrit. Certains serments, surtout ceux jurés au nom de divinités, ont un véritable pouvoir ésotérique sur le corps et l'esprit. Ils peuvent aussi être rompus, mais à grand prix."
261,INT,Nature,13,"Ankheg - prédateur insectoïde d'embuscade. Généralement très grand et mortel. On les chasse pour le sport dans les terres sauvages askanii, et leur chitine est exportée autour de la Côte pour divers usages artisanaux et ésotériques.",,"Ankheg - prédateur insectoïde d'embuscade. Généralement très grand et mortel. On les chasse pour le sport dans les terres sauvages askanii, et leur chitine est exportée autour de la Côte pour divers usages artisanaux et ésotériques."
262,INT,Folk,14,Yobukodori - créature du peuple-oiseau maudite à errer sans ailes ni voix propre. Elle possède la capacité ésotérique d'imiter n'importe quel son entendu. Elle vient de certaines montagnes d'Ym.,,Yobukodori - créature du peuple-oiseau maudite à errer sans ailes ni voix propre. Elle possède la capacité ésotérique d'imiter n'importe quel son entendu. Elle vient de certaines montagnes d'Ym.
263,CHA,Folk,16,"Yobukodori - peuple-oiseau méprisé par tous les autres peuples-oiseaux. Ils n'ont pas d'ailes et doivent parler en copiant les autres. Une capacité très impressionnante, quoique maudite.",,"Yobukodori - peuple-oiseau méprisé par tous les autres peuples-oiseaux. Ils n'ont pas d'ailes et doivent parler en copiant les autres. Une capacité très impressionnante, quoique maudite."
264,CHA,City,10,Reg cit - abréviation de Registre citoyen. Généralement porté sous la forme d'un petit morceau de papier. Peut servir à voyager librement dans les ports alignés de la Côte.,,Reg cit - abréviation de Registre citoyen. Généralement porté sous la forme d'un petit morceau de papier. Peut servir à voyager librement dans les ports alignés de la Côte.
265,INT,Folk,8,Ymling - ceux qui viennent d'Ym. C'est l'un des nombreux noms de famille de remplacement donnés aux peuples qui n'ont pas la coutume des noms de famille.,,Ymling - ceux qui viennent d'Ym. C'est l'un des nombreux noms de famille de remplacement donnés aux peuples qui n'ont pas la coutume des noms de famille.
266,INT,Language,16,Ihminen - humain en elfique.,,Ihminen - humain en elfique.
267,INT,Language,17,Peikko - gobelin en elfique.,,Peikko - gobelin en elfique.
268,INT,Language,14,Serviteur de dragon - ancien terme péjoratif pour les humains.,,Serviteur de dragon - ancien terme péjoratif pour les humains.
269,,,,,,
270,INT,Politics,10,Tribune - chronique de journal ciblée présentant les opinions d'un auteur sur un sujet pertinent pour un public donné.,,Tribune - chronique de journal ciblée présentant les opinions d'un auteur sur un sujet pertinent pour un public donné.
271,WIS,Politics,15,"Matérialisme historique - forme de pensée selon laquelle les sociétés se développent au fil du temps selon la manière dont les gens produisent et distribuent les biens, ces ""conditions matérielles"" créant des classes sociales aux intérêts opposés qui entraînent le changement historique par des luttes inévitables pour le pouvoir et les ressources.",,"Matérialisme historique - forme de pensée selon laquelle les sociétés se développent au fil du temps selon la manière dont les gens produisent et distribuent les biens, ces ""conditions matérielles"" créant des classes sociales aux intérêts opposés qui entraînent le changement historique par des luttes inévitables pour le pouvoir et les ressources."
272,INT,Politics,15,"Matérialisme historique - forme de pensée développée par les nains azgaliens avant leur exil. Elle fait reposer la forme de l'histoire sur l'affrontement entre classes sociales, en ignorant les grandes bêtes et arcanistes qui ont façonné ce monde à eux seuls comme de l'argile molle.",,"Matérialisme historique - forme de pensée développée par les nains azgaliens avant leur exil. Elle fait reposer la forme de l'histoire sur l'affrontement entre classes sociales, en ignorant les grandes bêtes et arcanistes qui ont façonné ce monde à eux seuls comme de l'argile molle."
273,,,,...,,...
274,INT,Language,12,Rikê - royaume en nain.,,Rikê - royaume en nain.
275,CHA,Language,11,VK - argot nain pour Vyz-Kha. Comme si ça avait besoin d'être raccourci.,,VK - argot nain pour Vyz-Kha. Comme si ça avait besoin d'être raccourci.
276,INT,Language,18,Outreach - terme désignant les diplomates d'Illym en terres étrangères. Leur manière de ne pas avoir à établir officiellement d'ambassades.,,Outreach - terme désignant les diplomates d'Illym en terres étrangères. Leur manière de ne pas avoir à établir officiellement d'ambassades.
277,INT,Esoterics,18,Retombées - énergie empoisonnée invisible émanant de certaines armes ésotériques fabriquées pendant la Guerre de la Côte.,,Retombées - énergie empoisonnée invisible émanant de certaines armes ésotériques fabriquées pendant la Guerre de la Côte.
278,CHA,Language,16,Retombées - argot pour conséquences négatives.,,Retombées - argot pour conséquences négatives.
279,CHA,Folk,10,Homme-sirène - mâle du peuple marin. À ne pas confondre avec sirène.,,Homme-sirène - mâle du peuple marin. À ne pas confondre avec sirène.
280,INT,Folk,12,"Sirène - peuple mi-poisson. Pas toujours féminin, mais toujours appelé sirène par les humains, au grand agacement de leurs hommes.",,"Sirène - peuple mi-poisson. Pas toujours féminin, mais toujours appelé sirène par les humains, au grand agacement de leurs hommes."
